name,url,views
Mapa Proyectos de Inversión Pública - Plan de Acción 2012,https://opendata.socrata.com/Government/Mapa-Proyectos-de-Inversión-Pública-Plan-de-Acción/6g9w-84gs,"77,100"
Lista de Guarderías Subrogadas por el IMSS,https://opendata.socrata.com/Government/Lista-de-Guarderías-Subrogadas-por-el-IMSS/v67s-yiqx,"63,651"
2009 Report to Congress on White House Staff,https://opendata.socrata.com/Government/2009-Report-to-Congress-on-White-House-Staff/pc5g-zfsx,"59,339"
Franchise Failureby Brand2011,https://opendata.socrata.com/Business/Franchise-Failureby-Brand2011/5qh7-7usu,"54,915"
"Top 1,000 Songs To Hear Before You Die",https://opendata.socrata.com/Fun/Top-1-000-Songs-To-Hear-Before-You-Die/ed74-c6ni,"51,968"
Unclaimed bank accounts,https://opendata.socrata.com/Government/Unclaimed-bank-accounts/n2rk-fwkj,"48,623"
"Evaluation of Physical, Thermal and Spectroscopic Properties of Biofield Treated P-Hydroxyacetophenone",https://opendata.socrata.com/Education/Evaluation-of-Physical-Thermal-and-Spectroscopic-P/tjpu-wsyv,1
Phenotyping and 16S rDNA Analysis after Biofield Treatment on Citrobacter braakii: A Urinary Pathogen,https://opendata.socrata.com/Education/Phenotyping-and-16S-rDNA-Analysis-after-Biofield-T/qw27-vuur,1
"Antibiogram, Biochemical Reactions and Genotyping Characterization of Biofield Treated Staphylococcus aureus",https://opendata.socrata.com/Education/Antibiogram-Biochemical-Reactions-and-Genotyping-C/46db-wd3v,1
"Physical, Thermal, and Spectroscopic Characterization of Biofield Energy Treated Methyl-2-Naphthyl Ether",https://opendata.socrata.com/Education/Physical-Thermal-and-Spectroscopic-Characterizatio/njdp-tufx,1
"Physical, Thermal and Spectral Properties of Biofield Treated 3-Nitroacetophenone",https://opendata.socrata.com/Education/Physical-Thermal-and-Spectral-Properties-of-Biofie/uz5n-xc77,1
Assessment of Antibiogram of Multidrug-Resistant Isolates of Enterobacter aerogenes after Biofield Energy Treatment,https://opendata.socrata.com/Education/Assessment-of-Antibiogram-of-Multidrug-Resistant-I/bzhy-iz56,1
"Physical, Thermal and Spectral Properties of Biofield Treated 1,2,3-Trimethoxybenzene",https://opendata.socrata.com/Education/Physical-Thermal-and-Spectral-Properties-of-Biofie/egfx-8u7q,1
"Evaluation of Antibiogram, Genotype and Phylogenetic Analysis of Biofield Treated Nocardia otitidis",https://opendata.socrata.com/Education/Evaluation-of-Antibiogram-Genotype-and-Phylogeneti/kf8m-r56u,1
Impact of Biofield Treatment on Spectroscopic and Physicochemical Properties of p-Nitroaniline,https://opendata.socrata.com/Education/Impact-of-Biofield-Treatment-on-Spectroscopic-and-/8ek5-5zue,1
"Physical, Thermal and Spectroscopic Studies of Biofield Treated p-Chlorobenzonitrile",https://opendata.socrata.com/Education/Physical-Thermal-and-Spectroscopic-Studies-of-Biof/46hv-kxmz,1
Characterization of Physical and Structural Properties of Aluminium Carbide Powder: Impact of Biofield Treatment,https://opendata.socrata.com/Education/Characterization-of-Physical-and-Structural-Proper/hnk7-8xwt,1
Potential Impact of Biofield Treatment on Atomic and Physical Characteristics of Magnesium,https://opendata.socrata.com/Education/Potential-Impact-of-Biofield-Treatment-on-Atomic-a/wyak-ytfe,1
"Characterization of Physical, Thermal and Structural Properties of Chromium (VI) Oxide Powder: Impact of Biofield Treatment",https://opendata.socrata.com/Education/Characterization-of-Physical-Thermal-and-Structura/7ynw-dw4x,1
Antibiogram Typing and Biochemical Characterization of Klebsiella pneumoniae after Biofield Treatment,https://opendata.socrata.com/Education/Antibiogram-Typing-and-Biochemical-Characterizatio/2gus-ci9z,1
"Physical, Thermal and Spectroscopic Characterization of m-Toluic Acid: an Impact of Biofield Treatment",https://opendata.socrata.com/Education/Physical-Thermal-and-Spectroscopic-Characterizatio/4hrr-kp9g,1
"Physical, Spectroscopic and Thermal Characterization of Biofield treated Myristic acid",https://opendata.socrata.com/Education/Physical-Spectroscopic-and-Thermal-Characterizatio/thbg-yuv5,1
Fourier Transform Infrared and Ultraviolet-Visible Spectroscopic Characterization of Ammonium Acetate and Ammonium Chloride: An Impact of Biofield Treatment,https://opendata.socrata.com/Education/Fourier-Transform-Infrared-and-Ultraviolet-Visible/xrcy-8ufw,1
Characterization of Physical and Thermal Properties of Biofield Treated Neopentyl Glycol,https://opendata.socrata.com/Education/Characterization-of-Physical-and-Thermal-Propertie/85u6-p4v8,1
Bio-field Treatment: An Effective Strategy to Improve the Quality of Beef Extract and Meat Infusion Powder,https://opendata.socrata.com/Education/Bio-field-Treatment-An-Effective-Strategy-to-Impro/tu3e-rx3x,1
Evaluation of the Impact of Biofield Treatment on Physical and Thermal Properties of Casein Enzyme Hydrolysate and Casein Yeast Peptone,https://opendata.socrata.com/Education/Evaluation-of-the-Impact-of-Biofield-Treatment-on-/5krp-4cjj,1
"Isotopic Abundance Analysis of Biofield Treated Benzene, Toluene and p-Xylene Using Gas Chromatography-Mass Spectrometry (GC-MS)",https://opendata.socrata.com/Education/Isotopic-Abundance-Analysis-of-Biofield-Treated-Be/d6f4-cgv2,2
"Evaluation of Physical, Thermal and Spectroscopic Properties of Biofield Treated P-Hydroxyacetophenone",https://opendata.socrata.com/Education/Evaluation-of-Physical-Thermal-and-Spectroscopic-P/g3wv-2qcx,2
"Antimicrobial Susceptibility, Biochemical Characterization and Molecular Typing of Biofield Treated Klebsiella pneumoniae",https://opendata.socrata.com/Education/Antimicrobial-Susceptibility-Biochemical-Character/5a85-x4v4,2
"Isotopic Abundance Analysis of Biofield Treated Benzene, Toluene and p-Xylene Using Gas Chromatography-Mass Spectrometry (GC-MS)",https://opendata.socrata.com/Education/Isotopic-Abundance-Analysis-of-Biofield-Treated-Be/7nti-8mue,2
Characterization of Physical and Thermal Properties of Biofield Treated Neopentyl Glycol,https://opendata.socrata.com/Education/Characterization-of-Physical-and-Thermal-Propertie/3gvs-2aa6,2
Spectroscopic Characterization of Disulfiram and Nicotinic Acid after Biofield Treatment,https://opendata.socrata.com/Education/Spectroscopic-Characterization-of-Disulfiram-and-N/5zr3-e8c7,2
"Evaluation of Physical, Thermal and Spectroscopic Properties of Biofield Treated P-Hydroxyacetophenone",https://opendata.socrata.com/Education/Evaluation-of-Physical-Thermal-and-Spectroscopic-P/s67q-twms,2
Characterization of Physical and Thermal Properties of Biofield Treated Neopentyl Glycol,https://opendata.socrata.com/Education/Characterization-of-Physical-and-Thermal-Propertie/85u6-p4v8,1
Bio-field Treatment: An Effective Strategy to Improve the Quality of Beef Extract and Meat Infusion Powder,https://opendata.socrata.com/Education/Bio-field-Treatment-An-Effective-Strategy-to-Impro/tu3e-rx3x,1
Evaluation of the Impact of Biofield Treatment on Physical and Thermal Properties of Casein Enzyme Hydrolysate and Casein Yeast Peptone,https://opendata.socrata.com/Education/Evaluation-of-the-Impact-of-Biofield-Treatment-on-/5krp-4cjj,1
"Thermal, Spectroscopic and Chemical Characterization of Biofield Energy Treated Anisole",https://opendata.socrata.com/Education/Thermal-Spectroscopic-and-Chemical-Characterizatio/gf2m-fuyz,1
Characterization of Physicochemical and Thermal Properties of Chitosan and Sodium Alginate after Biofield Treatment,https://opendata.socrata.com/Education/Characterization-of-Physicochemical-and-Thermal-Pr/ww8h-z9dh,1
"Characterization of Biofield Energy Treated 3-Chloronitrobenzene: Physical, Thermal, and Spectroscopic Studies",https://opendata.socrata.com/Education/Characterization-of-Biofield-Energy-Treated-3-Chlo/5bj2-f4dp,1
"Characterization of Physical, Thermal and Spectral Properties of Biofield Treated O-Aminophenol",https://opendata.socrata.com/Education/Characterization-of-Physical-Thermal-and-Spectral-/4ftg-weii,1
Evaluation of Biofield Treatment on Atomic and Thermal Properties of Ethanol,https://opendata.socrata.com/Education/Evaluation-of-Biofield-Treatment-on-Atomic-and-The/b65p-sbwe,1
"Characterization of Physical, Thermal and Spectral Properties of Biofield Treated O-Aminophenol",https://opendata.socrata.com/Education/Characterization-of-Physical-Thermal-and-Spectral-/vadk-628s,1
Characterization of Physicochemical and Thermal Properties of Chitosan and Sodium Alginate after Biofield Treatment,https://opendata.socrata.com/Education/Characterization-of-Physicochemical-and-Thermal-Pr/kudf-8s95,1
"Characterization of Physical, Thermal and Spectral Properties of Biofield Treated O-Aminophenol",https://opendata.socrata.com/Education/Characterization-of-Physical-Thermal-and-Spectral-/vxe5-ptih,1
"Thermal, Spectroscopic and Chemical Characterization of Biofield Energy Treated Anisole",https://opendata.socrata.com/Education/Thermal-Spectroscopic-and-Chemical-Characterizatio/maxj-6fe6,1
Evaluation of Biofield Treatment on Atomic and Thermal Properties of Ethanol,https://opendata.socrata.com/Education/Evaluation-of-Biofield-Treatment-on-Atomic-and-The/p6ph-psp2,1
U.S. Top 25 Largest Cities,https://opendata.socrata.com/Government/U-S-Top-25-Largest-Cities/ixry-vii4,"6,915"
All Starbucks Locations in the World - Point Map,https://opendata.socrata.com/Business/All-Starbucks-Locations-in-the-World-Point-Map/7sg8-44ed,"6,757"
Potential Jobs Created by the Recovery and Reinvestment Act,https://opendata.socrata.com/Government/Potential-Jobs-Created-by-the-Recovery-and-Reinves/dqfg-a9mp,"6,753"
Top 10 Loudest College Basketball Arenas,https://opendata.socrata.com/dataset/Top-10-Loudest-College-Basketball-Arenas/rtuv-rirn,"6,707"
2008 BOLD Survey of Puget Sound Levels for PCB Congeners,https://opendata.socrata.com/dataset/2008-BOLD-Survey-of-Puget-Sound-Levels-for-PCB-Con/ewv9-5b9a,"6,636"
VA 2010 Census Population By Race,https://opendata.socrata.com/dataset/VA-2010-Census-Population-By-Race/pnj7-fdqg,"6,335"
Inventory Main Public,https://opendata.socrata.com/Business/Inventory-Main-Public/jtne-3nhu,"6,282"
"Bed Sore Rates (""Pressure Ulcers Stage III and IV"")",https://opendata.socrata.com/Government/Bed-Sore-Rates-Pressure-Ulcers-Stage-III-and-IV-/ipr4-mmzb,"6,271"
AKC's Top 50 Dog Breeds,https://opendata.socrata.com/dataset/AKC-s-Top-50-Dog-Breeds/2es9-pgpu,"6,123"
US House of Representatives--Winners Raw Vote 2012,https://opendata.socrata.com/Government/US-House-of-Representatives-Winners-Raw-Vote-2012/cgpm-2jt7,"6,087"
BYUpolicegraphic,https://opendata.socrata.com/Education/BYUpolicegraphic/g8fw-hj8p,"7,408"
Denver: Drinking Water RadNet Laboratory Analysis,https://opendata.socrata.com/Government/Denver-Drinking-Water-RadNet-Laboratory-Analysis/9jpu-dqw4,"7,285"
JLF Product List 08/01/2012,https://opendata.socrata.com/Business/JLF-Product-List-08-01-2012/vn3y-b6ik,"7,215"
White House Visitor Logs (annotated),https://opendata.socrata.com/Government/White-House-Visitor-Logs-annotated-/df8n-kd3j,"7,214"
Customer Dataset Matrix,https://opendata.socrata.com/Government/Customer-Dataset-Matrix/ku3p-ce2d,"7,004"
2010 Burt Lerner National Elementary (K-6) Chess Championship,https://opendata.socrata.com/Personal/2010-Burt-Lerner-National-Elementary-K-6-Chess-Cha/ie4j-sd5v,"6,992"
column chart,https://opendata.socrata.com/dataset/column-chart/yrrn-qemb,"6,984"
Interagency Ocean Policy Taskforce Comments,https://opendata.socrata.com/Government/Interagency-Ocean-Policy-Taskforce-Comments/4w5y-5cfm,"6,981"
US Cities With Iodine Radiation In The Drinking Water,https://opendata.socrata.com/Government/US-Cities-With-Iodine-Radiation-In-The-Drinking-Wa/yqd5-rjuc,"6,977"
Washington's structurally deficient bridges,https://opendata.socrata.com/Government/Washington-s-structurally-deficient-bridges/y3ea-t8vj,"6,934"
Deal Table Live,https://opendata.socrata.com/Business/Deal-Table-Live/8it9-ht43,"7,998"
USA Starbucks,https://opendata.socrata.com/Business/USA-Starbucks/e3xz-8cw7,"7,984"
RadNet Laboratory Analysis,https://opendata.socrata.com/Government/RadNet-Laboratory-Analysis/cf4r-dfwe,"7,974"
"Ning Directory - Social Networks (June 20, 2009)",https://opendata.socrata.com/dataset/Ning-Directory-Social-Networks-June-20-2009-/63av-5udk,"7,971"
Base De Datos Oferta Formativa Universidades,https://opendata.socrata.com/Education/Base-De-Datos-Oferta-Formativa-Universidades/5ib6-ewbq,"7,926"
Olympia: Precipitation RadNet Laboratory Analysis,https://opendata.socrata.com/Government/Olympia-Precipitation-RadNet-Laboratory-Analysis/swzy-5bwh,"7,919"
Proyectos de Inversión Pública 2012,https://opendata.socrata.com/Government/Proyectos-de-Inversión-Pública-2012/fzt7-q42i,"7,913"
Pennsylvania's Dry Municipalities,https://opendata.socrata.com/Government/Pennsylvania-s-Dry-Municipalities/vr4q-nrmd,"7,891"
Agebreakdown,https://opendata.socrata.com/Education/Agebreakdown/kxif-we5g,"7,590"
TotalMaleFemale,https://opendata.socrata.com/Education/TotalMaleFemale/yk6u-pg2n,"7,571"
