"name","url","views"
"NT Greek Principal Parts","https://opendata.socrata.com/Education/NT-Greek-Principal-Parts/aes3-kctc","9,090"
"UtahBeerTaxmap","https://opendata.socrata.com/Government/UtahBeerTaxmap/6i4w-nzeq","8,178"
"E Liquid Cost Per ML","https://opendata.socrata.com/dataset/E-Liquid-Cost-Per-ML/mpg2-phvs","9,707"
"Troops In Afghanistan By Country Piechart","https://opendata.socrata.com/dataset/Troops-In-Afghanistan-By-Country-Piechart/9xbs-saqi","11,655"
"Santa Fe Contributors","https://opendata.socrata.com/dataset/Santa-Fe-Contributors/f92i-ik66","13,233"
"The Planes","https://opendata.socrata.com/dataset/The-Planes/6v2k-v9qc","13,208"
"Contributors to NM Gov. Bill Richardson","https://opendata.socrata.com/Government/Contributors-to-NM-Gov-Bill-Richardson/vupa-fvqs","13,027"
"Interagency Ocean Policy Taskforce Comments","https://opendata.socrata.com/Government/Interagency-Ocean-Policy-Taskforce-Comments/4w5y-5cfm","10,252"
"Ning Directory - Social Networks (June 20, 2009)","https://opendata.socrata.com/dataset/Ning-Directory-Social-Networks-June-20-2009-/63av-5udk","8,389"
"Top 25 Santa Fe County Properties","https://opendata.socrata.com/Government/Top-25-Santa-Fe-County-Properties/izus-a4n2","13,103"
"FGCU salary dataset","https://opendata.socrata.com/dataset/FGCU-salary-dataset/fjqw-ymup","10,446"
"Social Networks For Women","https://opendata.socrata.com/dataset/Social-Networks-For-Women/6wph-rent","9,769"
"Potential Jobs Created by the Recovery and Reinvestment Act","https://opendata.socrata.com/Government/Potential-Jobs-Created-by-the-Recovery-and-Reinves/dqfg-a9mp","7,566"
"Country List ISO 3166 Codes Latitude Longitude","https://opendata.socrata.com/dataset/Country-List-ISO-3166-Codes-Latitude-Longitude/mnkm-8ram","14,292"
"Portland: Drinking Water RadNet Laboratory Analysis","https://opendata.socrata.com/Government/Portland-Drinking-Water-RadNet-Laboratory-Analysis/85pj-7x27","12,187"
"OCCC Faculty & Staff","https://opendata.socrata.com/Education/OCCC-Faculty-Staff/7trt-aanw","12,580"
"Mayor","https://opendata.socrata.com/dataset/Mayor/2p3t-v32s","11,142"
"Alcohol Consumption Per Country","https://opendata.socrata.com/Government/Alcohol-Consumption-Per-Country/hj43-2bpj","11,262"
"E-Liquid Cost-per-ml","https://opendata.socrata.com/Fun/E-Liquid-Cost-per-ml/j8gz-u2t8","9,928"
"Renewable Energy Map","https://opendata.socrata.com/dataset/Renewable-Energy-Map/a6zs-d566","11,215"
"Honolulu: Air Filter & Cartridge RadNet Laboratory Analysis","https://opendata.socrata.com/Government/Honolulu-Air-Filter-Cartridge-RadNet-Laboratory-An/kaax-vbup","11,530"
"Santa Fe Non-profits","https://opendata.socrata.com/dataset/Santa-Fe-Non-profits/c7gh-83ff","13,341"
"Honolulu: Drinking Water RadNet Laboratory Analysis","https://opendata.socrata.com/Government/Honolulu-Drinking-Water-RadNet-Laboratory-Analysis/v3jf-ks99","11,504"
"Franchise Failureby Brand2011","https://opendata.socrata.com/Business/Franchise-Failureby-Brand2011/5qh7-7usu","24,912"
"Seattle: Air Filter & Cartridge RadNet Laboratory Analysis","https://opendata.socrata.com/Government/Seattle-Air-Filter-Cartridge-RadNet-Laboratory-Ana/x2x4-a78a","14,166"
"Seattle Tech Companies Map","https://opendata.socrata.com/Business/Seattle-Tech-Companies-Map/tz9i-ie4t","13,167"
"City Of Trenton - 2011 Certified Tax List","https://opendata.socrata.com/Government/City-Of-Trenton-2011-Certified-Tax-List/ewuw-qyqp","13,104"
"Rep","https://opendata.socrata.com/dataset/Rep/qsig-ckg9","13,700"
"City Of Trenton - 2012 Certified Tax List","https://opendata.socrata.com/dataset/City-Of-Trenton-2012-Certified-Tax-List/mxtj-vhhx","18,688"
"Anaheim: Air Filter & Cartridge RadNet Laboratory Analysis","https://opendata.socrata.com/Government/Anaheim-Air-Filter-Cartridge-RadNet-Laboratory-Ana/kf7b-j8wk","12,206"
"2013 Salaries: Pennsylvania State System of Higher Education","https://opendata.socrata.com/Education/2013-Salaries-Pennsylvania-State-System-of-Higher-/26jq-uk2i","34,124"
"Portland: Precipitation RadNet Laboratory Analysis","https://opendata.socrata.com/Government/Portland-Precipitation-RadNet-Laboratory-Analysis/jn52-mf7j","12,254"
"Portland: Milk RadNet Laboratory Analysis","https://opendata.socrata.com/Government/Portland-Milk-RadNet-Laboratory-Analysis/b4ne-pkp8","12,252"
"Los Angeles: Drinking Water RadNet Laboratory Analysis","https://opendata.socrata.com/Government/Los-Angeles-Drinking-Water-RadNet-Laboratory-Analy/x2yf-hftq","19,950"
"Los Angeles: Milk RadNet Laboratory Analysis","https://opendata.socrata.com/Government/Los-Angeles-Milk-RadNet-Laboratory-Analysis/8fw5-fnzk","19,883"
"San Francisco: Air Filter & Cartridge RadNet Laboratory Analysis","https://opendata.socrata.com/Government/San-Francisco-Air-Filter-Cartridge-RadNet-Laborato/vew3-webj","18,681"
"Social Media and Law Enforcement: Who Gets What Info and When?","https://opendata.socrata.com/Government/Social-Media-and-Law-Enforcement-Who-Gets-What-Inf/2q2w-fhk6","20,002"
"Seattle: Drinking Water RadNet Laboratory Analysis","https://opendata.socrata.com/Government/Seattle-Drinking-Water-RadNet-Laboratory-Analysis/g8ab-jk7t","15,865"
"Lista de Guarderías Subrogadas por el IMSS","https://opendata.socrata.com/Government/Lista-de-Guarder-as-Subrogadas-por-el-IMSS/v67s-yiqx","17,901"
"Mapa de los Proyectos de Inversión Pública en Ejecución","https://opendata.socrata.com/Government/Mapa-de-los-Proyectos-de-Inversi-n-P-blica-en-Ejec/p62z-4uvz","14,098"
"SBA Loan failure rate for franchisees in a franchise brand","https://opendata.socrata.com/Banking-Finance-and-Insurance/SBA-Loan-failure-rate-for-franchisees-in-a-franchi/yiht-4fbq","16,132"
"Criterions on Netflix","https://opendata.socrata.com/Fun/Criterions-on-Netflix/sfnr-xcnq","13,126"
"TWE finance Sept. 9, 2010","https://opendata.socrata.com/dataset/TWE-finance-Sept-9-2010/gbjv-bew8","15,577"
"Mapa Proyectos de Inversión Pública - Plan de Acción 2012","https://opendata.socrata.com/Government/Mapa-Proyectos-de-Inversi-n-P-blica-Plan-de-Acci-n/6g9w-84gs","76,536"
"Mapa Proyectos de Inversión Pública - Plan de Acción 2011","https://opendata.socrata.com/Government/Mapa-Proyectos-de-Inversi-n-P-blica-Plan-de-Acci-n/imng-7jze","75,682"
"2009 Report to Congress on White House Staff","https://opendata.socrata.com/Government/2009-Report-to-Congress-on-White-House-Staff/pc5g-zfsx","68,712"
"FISTEMATICA 2.0","https://opendata.socrata.com/Education/FISTEMATICA-2-0/3yqq-6ret","73,189"
"Top 1,000 Songs To Hear Before You Die","https://opendata.socrata.com/Fun/Top-1-000-Songs-To-Hear-Before-You-Die/ed74-c6ni","46,793"
"Unclaimed bank accounts","https://opendata.socrata.com/Government/Unclaimed-bank-accounts/n2rk-fwkj","40,049"
"Premium Tips View","https://opendata.socrata.com/Education/Premium-Tips-View/8r3i-v3rc","30,134"
"Search The Groups That Have Lost Their Tax-Exempt Status","https://opendata.socrata.com/Government/Search-The-Groups-That-Have-Lost-Their-Tax-Exempt-/j5va-k6fu","28,523"
"ReverseWineSnob.com Wine Ranking","https://opendata.socrata.com/dataset/ReverseWineSnob-com-Wine-Ranking/cv7f-squi","29,178"
"Senator Golden","https://opendata.socrata.com/dataset/Senator-Golden/n3yk-vzcn","20,168"
"outpatient drug treatment programs in florida","https://opendata.socrata.com/dataset/outpatient-drug-treatment-programs-in-florida/uqsi-anek","5"
"Drug and Alcohol Treatments Florida","https://opendata.socrata.com/dataset/Drug-and-Alcohol-Treatments-Florida/uzmv-9jrm","6"
"Outpatient Drug and Alcohol Treatments Florida","https://opendata.socrata.com/dataset/Outpatient-Drug-and-Alcohol-Treatments-Florida/wnx4-nw4u","4"
"Payroll Report - End Date 06/19/2013","https://opendata.socrata.com/Government/Payroll-Report-End-Date-06-19-2013/djt2-wmwj","297"
"Song genre pie chart","https://opendata.socrata.com/Fun/Song-genre-pie-chart/22cs-ni2k","24"
"Songs by year, tree map","https://opendata.socrata.com/Fun/Songs-by-year-tree-map/tyna-j2ng","31"
"ILAThousandSongs","https://opendata.socrata.com/Fun/ILAThousandSongs/rd7x-c6us","45"
"tea","https://opendata.socrata.com/dataset/tea/u3gt-6rak","9"
"Test Form 3","https://opendata.socrata.com/dataset/Test-Form-3/ndz8-j2ik","5"
"DC Government Locations","https://opendata.socrata.com/Personal/DC-Government-Locations/a567-xqhi","18"
"Banner Printing Calgary","https://opendata.socrata.com/Business/Banner-Printing-Calgary/n7q7-cunh","5"
"Top Rated Android Apk","https://opendata.socrata.com/Personal/Top-Rated-Android-Apk/7zd6-k3wu","9"
"Battery","https://opendata.socrata.com/dataset/Battery/8ipj-2rz2","36"
"Boat Facilities Data","https://opendata.socrata.com/dataset/Boat-Facilities-Data/pmd5-jrxc","35"
"oncall-385","https://opendata.socrata.com/dataset/oncall-385/nwa3-a9qf","2"
"oncall-387","https://opendata.socrata.com/dataset/oncall-387/s7ki-duig","4"
"Anggota KMHD","https://opendata.socrata.com/Personal/Anggota-KMHD/aw4y-pbxm","16"
"Schools In East Sussex","https://opendata.socrata.com/dataset/Schools-In-East-Sussex/4anw-vjpp","9"
"Point map 1","https://opendata.socrata.com/dataset/Point-map-1/ysar-84st","5"
"Roy","https://opendata.socrata.com/Government/Roy/py3w-be53","10"
"Media Malaysia, Social Media Marketing in Malaysia, Facebook Marketing Malaysia","https://opendata.socrata.com/Business/Media-Malaysia-Social-Media-Marketing-in-Malaysia-/76hj-ey28","12"
"Lowest High School Drop Out By Percentage In The Counties And Wards Of Maryland, Virginia And D. C.","https://opendata.socrata.com/dataset/Lowest-High-School-Drop-Out-By-Percentage-In-The-C/8ba5-mxrz","5"
"Microsoft 70-599 Exam","https://opendata.socrata.com/dataset/Microsoft-70-599-Exam/jzcj-m2uq","11"
"Oracle exam 1Z0-532","https://opendata.socrata.com/dataset/Oracle-exam-1Z0-532/eeh5-5c5n","12"
"MIDepartments","https://opendata.socrata.com/Government/MIDepartments/p4sr-dn4p","7"
"MICounty DHSOffices","https://opendata.socrata.com/Government/MICounty-DHSOffices/qaqe-2e9x","6"
"MIState Places","https://opendata.socrata.com/Government/MIState-Places/4wt4-3u7d","21"
"Oracle 1Z0-051 Exam","https://opendata.socrata.com/Education/Oracle-1Z0-051-Exam/9jbc-k9dh","528"
"Microsoft 77-881 Exam","https://opendata.socrata.com/Education/Microsoft-77-881-Exam/n5p9-bas6","22"
"ISO 3166-1:2006 (alpha-2) Codes for the representation of names of countries and their subdivisions – Part 1 (TEST BY LEON)","https://opendata.socrata.com/Government/ISO-3166-1-2006-alpha-2-Codes-for-the-representati/mr56-vsir","127"
"Learning chart","https://opendata.socrata.com/Government/Learning-chart/my2q-rzpr","47"
"hjklp","https://opendata.socrata.com/Government/hjklp/jt5p-b4jv","54"
"World War II Japanese American Internment Camps","https://opendata.socrata.com/dataset/World-War-II-Japanese-American-Internment-Camps/sqtt-fwmy","13"
"Payroll Report - End Date 11/06/2013","https://opendata.socrata.com/Government/Payroll-Report-End-Date-11-06-2013/mcaf-ytzb","285"
"BIODATA BANSER SRENGAT","https://opendata.socrata.com/Personal/BIODATA-BANSER-SRENGAT/xp7x-fuyf","18"
"medical","https://opendata.socrata.com/dataset/medical/usft-wabv","13"
"prova","https://opendata.socrata.com/Government/prova/sqwi-zmta","20"
"Спискок Субъектов РФ","https://opendata.socrata.com/dataset/-/vmx8-7nxd","17"
"Карта РФ","https://opendata.socrata.com/dataset/-/9cme-bi26","11"
"West","https://opendata.socrata.com/dataset/West/y4fc-uymz","11"
"NEPA Public Comments","https://opendata.socrata.com/dataset/NEPA-Public-Comments/6peu-b86u","4,947"
"How to Volunteer at a Soup Kitchen","https://opendata.socrata.com/Personal/How-to-Volunteer-at-a-Soup-Kitchen/fw6u-sgth","4,481"
"Payment Type, MBTA Bus Routes, September 8, 2009","https://opendata.socrata.com/Education/Payment-Type-MBTA-Bus-Routes-September-8-2009/hswa-3ybf","4,527"
"Title I Grants to School Districts -- All States","https://opendata.socrata.com/Government/Title-I-Grants-to-School-Districts-All-States/xean-ic26","4,309"
"Oahu: Air Filter & Cartridge RadNet Laboratory Analysis","https://opendata.socrata.com/Government/Oahu-Air-Filter-Cartridge-RadNet-Laboratory-Analys/83cu-i4nz","4,611"
"House Committee Disbursements Detail 2009 Q3","https://opendata.socrata.com/Government/House-Committee-Disbursements-Detail-2009-Q3/rwgv-xsvp","4,676"
"San Bernardino: Air Filter & Cartridge RadNet Laboratory Analysis","https://opendata.socrata.com/Government/San-Bernardino-Air-Filter-Cartridge-RadNet-Laborat/rcpa-5jxn","4,494"
"Most common reasons for food recalls","https://opendata.socrata.com/Government/Most-common-reasons-for-food-recalls/9iuc-3wkn","5,898"
"Playdatabase's Most Popular Plays","https://opendata.socrata.com/dataset/Playdatabase-s-Most-Popular-Plays/qbhz-8u2d","4,365"
"Kauai: Air Filter & Cartridge RadNet Laboratory Analysis","https://opendata.socrata.com/Government/Kauai-Air-Filter-Cartridge-RadNet-Laboratory-Analy/wzt3-jp8y","4,091"
"USPS Proposed Station Closures","https://opendata.socrata.com/Government/USPS-Proposed-Station-Closures/yttn-5rye","4,855"
"Inventory Dataset","https://opendata.socrata.com/Business/Inventory-Dataset/ip7p-fhg8","3,814"
"Idaho Falls: Drinking Water RadNet Laboratory Analysis","https://opendata.socrata.com/Government/Idaho-Falls-Drinking-Water-RadNet-Laboratory-Analy/57y4-byrf","5,030"
"Percentage of Population Below the Poverty Line","https://opendata.socrata.com/Government/Percentage-of-Population-Below-the-Poverty-Line/5u5p-8sij","3,544"
"Boise: Precipitation RadNet Laboratory Analysis","https://opendata.socrata.com/Government/Boise-Precipitation-RadNet-Laboratory-Analysis/bwa2-sq6w","4,807"
"Boise: Air Filter & Cartridge RadNet Laboratory Analysis","https://opendata.socrata.com/Government/Boise-Air-Filter-Cartridge-RadNet-Laboratory-Analy/pbed-jkgc","4,803"
"Mapa de los Proyectos de Inversión Pública 2012 en Ejecución","https://opendata.socrata.com/Government/Mapa-de-los-Proyectos-de-Inversi-n-P-blica-2012-en/uwgq-ckdm","4,827"
"2010 Burt Lerner National Elementary (K-6) Chess Championship","https://opendata.socrata.com/Personal/2010-Burt-Lerner-National-Elementary-K-6-Chess-Cha/ie4j-sd5v","4,602"
"Payment Type, MBTA Subway Lines, September 8, 2009","https://opendata.socrata.com/Education/Payment-Type-MBTA-Subway-Lines-September-8-2009/yd8g-q8zb","4,616"
"Riverside: Air Filter & Cartridge RadNet Laboratory Analysis","https://opendata.socrata.com/Government/Riverside-Air-Filter-Cartridge-RadNet-Laboratory-A/ufda-eyf8","4,615"
"Resources","https://opendata.socrata.com/Business/Resources/a8nm-7ny3","5,324"
"Freshman","https://opendata.socrata.com/Government/Freshman/u7xw-x9v3","5,270"
"Proyectos de Inversión Pública 2012","https://opendata.socrata.com/Government/Proyectos-de-Inversi-n-P-blica-2012/fzt7-q42i","5,111"
"CaddoLanguage","https://opendata.socrata.com/Education/CaddoLanguage/kerq-ib5s","7,499"
"CDC Suspected Swine Flu Cases Map","https://opendata.socrata.com/Government/CDC-Suspected-Swine-Flu-Cases-Map/8uw8-rtje","4,796"
"Denver: Precipitation RadNet Laboratory Analysis","https://opendata.socrata.com/Government/Denver-Precipitation-RadNet-Laboratory-Analysis/saj3-ri8t","5,203"
"FAA National Wildlife Aircraft Strike Database (Year 2000 and after)","https://opendata.socrata.com/Government/FAA-National-Wildlife-Aircraft-Strike-Database-Yea/9r8b-gr46","2,443"
"Phoenix: Air Filter & Cartridge RadNet Laboratory Analysis","https://opendata.socrata.com/Government/Phoenix-Air-Filter-Cartridge-RadNet-Laboratory-Ana/ebii-7yie","5,195"
"Phoenix: Milk RadNet Laboratory Analysis","https://opendata.socrata.com/Government/Phoenix-Milk-RadNet-Laboratory-Analysis/6ep2-ky6t","5,169"
"2008 BOLD Survey of Puget Sound Levels for PCB Congeners","https://opendata.socrata.com/dataset/2008-BOLD-Survey-of-Puget-Sound-Levels-for-PCB-Con/ewv9-5b9a","5,586"
"Base De Datos Oferta Formativa Universidades","https://opendata.socrata.com/Education/Base-De-Datos-Oferta-Formativa-Universidades/5ib6-ewbq","6,537"
"NT2010","https://opendata.socrata.com/Education/NT2010/99my-kzwp","2,923"
"Comments on the Interim Report of the Interagency Ocean Policy Task Force","https://opendata.socrata.com/Government/Comments-on-the-Interim-Report-of-the-Interagency-/9dn9-umy8","5,669"
"VA 2010 Census Population By Race","https://opendata.socrata.com/dataset/VA-2010-Census-Population-By-Race/pnj7-fdqg","6,006"
"UmWeichselbrunn","https://opendata.socrata.com/Fun/UmWeichselbrunn/ai5f-3azp","7,175"
"Inventory Main Public","https://opendata.socrata.com/Business/Inventory-Main-Public/jtne-3nhu","5,845"
"SBL Abbreviations","https://opendata.socrata.com/Education/SBL-Abbreviations/bpbv-52wq","5,924"
"Smart Grid Funding Map","https://opendata.socrata.com/dataset/Smart-Grid-Funding-Map/yefd-dygx","5,625"
"2010 Grade National Chess Tournament, Orlando FL","https://opendata.socrata.com/Personal/2010-Grade-National-Chess-Tournament-Orlando-FL/zsvu-nc8w","5,844"
"House Disbursements Detail 2009 Q3","https://opendata.socrata.com/Government/House-Disbursements-Detail-2009-Q3/s27v-9zjj","5,961"
"Microsoft 70-270 Exam","https://opendata.socrata.com/Education/Microsoft-70-270-Exam/htnh-ea2n","7"
"State 20 Populations 20- 20 Tall - Stacked Bar","https://opendata.socrata.com/dataset/State-20-Populations-20-20-Tall-Stacked-Bar/gx7i-387z","5"
"State 20 Populations 20- 20 Tall - Nebraska 2008","https://opendata.socrata.com/dataset/State-20-Populations-20-20-Tall-Nebraska-2008/4w8g-34bx","3"
"State View - Indiana Government Office Locations","https://opendata.socrata.com/Government/State-View-Indiana-Government-Office-Locations/vfjf-uffw","4"
"Session Singers Online","https://opendata.socrata.com/Fun/Session-Singers-Online/r2uz-xnhs","8"
"Drug Addiction Rehabilitation Centers in Florida","https://opendata.socrata.com/dataset/Drug-Addiction-Rehabilitation-Centers-in-Florida/rpcn-tpkr","6"
"Drug Rehab","https://opendata.socrata.com/dataset/Drug-Rehab/bxrn-dfg2","11"
"Berkeley Starbucks","https://opendata.socrata.com/Business/Berkeley-Starbucks/c9fc-2mwi","339"
"Outpatient Drug and Alcohol Treatment","https://opendata.socrata.com/dataset/Outpatient-Drug-and-Alcohol-Treatment/3jye-jx7d","5"
"UCBL View","https://opendata.socrata.com/Business/UCBL-View/85na-uefq","82"
"State 20 Populations 20- 20 Tall - Bar Chart 1900","https://opendata.socrata.com/dataset/State-20-Populations-20-20-Tall-Bar-Chart-1900/ecsu-btzx","8"
"State 20 Populations 20- 20 Tall - 2011 Filtered","https://opendata.socrata.com/dataset/State-20-Populations-20-20-Tall-2011-Filtered/fg96-zg4a","7"
"State 20 Populations 20- 20 Tall - 1790 Filtered","https://opendata.socrata.com/dataset/State-20-Populations-20-20-Tall-1790-Filtered/gt2b-naa7","4"
"State 20 Populations 20- 20 Tall - Heat Map","https://opendata.socrata.com/dataset/State-20-Populations-20-20-Tall-Heat-Map/99nc-vpfv","19"
"Data IWO","https://opendata.socrata.com/Personal/Data-IWO/xeha-8tuh","3"
"State 20 Populations 20- 20 Tall - Point Map with Conditional Format","https://opendata.socrata.com/dataset/State-20-Populations-20-20-Tall-Point-Map-with-Con/pttg-ytcd","17"
"GNTP Ejercisio","https://opendata.socrata.com/dataset/GNTP-Ejercisio/2kvc-s662","10"
"Birthday Gifts for Him","https://opendata.socrata.com/Personal/Birthday-Gifts-for-Him/44s5-yzmd","7"
"Csv Zone Renta","https://opendata.socrata.com/Government/Csv-Zone-Renta/6ggf-bubq","8"
"Vinyl Banner Printing in Calgary","https://opendata.socrata.com/Business/Vinyl-Banner-Printing-in-Calgary/ac5u-kdz4","4"
"Rendering 3D Animation Movies a Challenging Job","https://opendata.socrata.com/dataset/Rendering-3D-Animation-Movies-a-Challenging-Job/j67j-yrd5","3"
"oncall274","https://opendata.socrata.com/Education/oncall274/4sdx-z6mg","6"
"E Juice and E Liquid retailers USA based","https://opendata.socrata.com/Business/E-Juice-and-E-Liquid-retailers-USA-based/64td-quqv","15"
"State 20 Populations 20- 20 Tall","https://opendata.socrata.com/dataset/State-20-Populations-20-20-Tall/veah-6hrk","39"
"State 20 Populations 20- 20 Tall - Point Map","https://opendata.socrata.com/dataset/State-20-Populations-20-20-Tall-Point-Map/fj7v-agbf","18"
"【教育部】 十月二十二 - 二十七日 的新人 [加 D1 - D3 派包]","https://opendata.socrata.com/dataset/-D1-D3-/w4rt-rc77","10"
"State 20 Populations 20- 20 Tall - Boundary Map","https://opendata.socrata.com/dataset/State-20-Populations-20-20-Tall-Boundary-Map/azwt-9ngy","21"
"State 20 Populations 20- 20 Tall - 1900 Filtered","https://opendata.socrata.com/dataset/State-20-Populations-20-20-Tall-1900-Filtered/urhf-b4ps","2"
"State 20 Populations 20- 20 Tall - Pie Chart 2011","https://opendata.socrata.com/dataset/State-20-Populations-20-20-Tall-Pie-Chart-2011/iam8-j3hj","18"
"State 20 Populations 20- 20 Tall - Pie Chart 1790","https://opendata.socrata.com/dataset/State-20-Populations-20-20-Tall-Pie-Chart-1790/dd24-qhn6","10"
"Garage Door & Gates Repair Encinitas, Oceanside & Coronado","https://opendata.socrata.com/Business/Garage-Door-Gates-Repair-Encinitas-Oceanside-Coron/ctf2-g3jc","7"
"Sample Map2","https://opendata.socrata.com/dataset/Sample-Map2/qzzm-3p2n","11"
